var1,var2,label1,label2,similarity,waves1,waves2,var_pair
q183,q170,how much influence does the united states have on our country,how much influence does the united states have on our country,1.0000000000000007,"Wave5, Wave6","Wave4, Wave5, Wave6","('q170', 'q183')"
q56,q064,even if parents demands are unreasonable children still should do what they ask,even if parents demands are unreasonable children still should do what they ask,1.0000000000000007,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,"('q064', 'q56')"
q20_other,q18_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q20_other')"
q20_other,q185Other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q20_other')"
q20_other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q20_other')"
q19_other,q173other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q19_other')"
q19_other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q19_other')"
q18_other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q97other')"
q20_2,q21,second organization,second organization,1.0000000000000002,Wave2,"Wave3, Wave4, Wave5, Wave6","('q20_2', 'q21')"
q19_other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q97other')"
q19_other,q97bother,other specify responses,b other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q97bother')"
q19_other,q97aother,other specify responses,a other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q97aother')"
q20_other,q19_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q20_other')"
q18_other,q19_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q19_other')"
q19_other,q21_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q21_other')"
q19_other,q185Other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q19_other')"
q19_other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q19_other')"
q34other,q18_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q34other')"
q34other,q185Other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q34other')"
q184,q171,general speaking the influence the united states has on our country is,general speaking the influence the united states has on our country is,1.0000000000000002,"Wave5, Wave6","Wave4, Wave5, Wave6","('q171', 'q184')"
q185Other,q54other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q54other')"
q185Other,q53other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q53other')"
q185Other,q21_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q21_other')"
q100,q96,where would you place our country under the present government,where would you place our country under the present government,1.0000000000000002,"Wave1, Wave2, Wave3, Wave4, Wave5, Wave6","Wave2, Wave3, Wave4, Wave5, Wave6","('q100', 'q96')"
q185Other,q173other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q185Other')"
q185Other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q185Other')"
q19_other,q34other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q34other')"
q20_other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q20_other')"
q21_other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q21_other')"
q20_other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q20_other', 'q97other')"
q20_other,q97bother,other specify responses,b other specify responses,1.0000000000000002,Wave6,Wave6,"('q20_other', 'q97bother')"
q20_other,q97aother,other specify responses,a other specify responses,1.0000000000000002,Wave6,Wave6,"('q20_other', 'q97aother')"
q19_other,q54other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q54other')"
q19_other,q53other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q19_other', 'q53other')"
q34other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q34other')"
q20_other,q21_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q20_other', 'q21_other')"
q20_other,q173other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q20_other')"
q21_other,q18_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q21_other')"
q068,q59,a person should not insist on his own opinion if his co workers disagree with him,a person should not insist on his own opinion if his co workers disagree with him,1.0000000000000002,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6","('q068', 'q59')"
q54other,q97aother,other specify responses,a other specify responses,1.0000000000000002,Wave6,Wave6,"('q54other', 'q97aother')"
q54other,q53other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q53other', 'q54other')"
q54other,q34other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q34other', 'q54other')"
q54other,q21_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q21_other', 'q54other')"
q54other,q20_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q20_other', 'q54other')"
q54other,q18_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q54other')"
q34other,q97bother,other specify responses,b other specify responses,1.0000000000000002,Wave6,Wave6,"('q34other', 'q97bother')"
q53other,q97aother,other specify responses,a other specify responses,1.0000000000000002,Wave6,Wave6,"('q53other', 'q97aother')"
q53other,q34other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q34other', 'q53other')"
q066,q58,when one has a conflict with a neighbor the best way to deal with it is to accommodate the other per,when one has conflict with a neighbor the best way to deal with it is to accommodate the other perso,1.0000000000000002,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6","('q066', 'q58')"
q53other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q53other')"
q53other,q173other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q53other')"
q53other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q53other')"
q54other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q54other')"
q54other,q173other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q54other')"
q53other,q97bother,other specify responses,b other specify responses,1.0000000000000002,Wave6,Wave6,"('q53other', 'q97bother')"
q34other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q34other', 'q97other')"
q185Other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q97other')"
q34other,q173other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q34other')"
q34other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q34other')"
q34other,q21_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q21_other', 'q34other')"
q34other,q20_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q20_other', 'q34other')"
q21_other,q173other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q21_other')"
q21_other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q21_other', 'q97other')"
q21_other,q97bother,other specify responses,b other specify responses,1.0000000000000002,Wave6,Wave6,"('q21_other', 'q97bother')"
q21_other,q97aother,other specify responses,a other specify responses,1.0000000000000002,Wave6,Wave6,"('q21_other', 'q97aother')"
q20_other,q53other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q20_other', 'q53other')"
q21_other,q53other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q21_other', 'q53other')"
